'ID,Serial No,Equipment Type,Location,Employee No.,Impact Date,Impact Time,Impact Timezone,AP,Type,X-Axis Threshold,X-Axis Captured,Y-Axis Threshold,Y-Axis Captured,Impulse Threshold,Impulse Captured,Locked,Lock Cleared Date,Lock Cleared Time,Lock Cleared Timezone,Acknowledged Date,Acknowledged Time,Acknowledged Timezone,Comments
335 F,10163757,SHR/SH,Plant 7,50563,2/7/2020,11:54:55 AM,EST,*P7,Low,1,1,1,0,1,32,,,,,2/7/2020,11:55:10 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/7/2020,1:27:52 PM,EST,*P7,Low,1,1,1,0,1,30,,,,,2/7/2020,1:28:07 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/7/2020,2:34:29 PM,EST,780CF0377AA3,Low,1,1,1,0,1,35,,,,,2/7/2020,2:34:27 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/7/2020,2:38:31 PM,EST,*P7 m12,Low,1,1,1,0,1,27,,,,,2/7/2020,2:38:29 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/7/2020,2:53:13 PM,EST,*P7 m12,Low,1,1,1,0,1,41,,,,,2/7/2020,2:53:11 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/17/2020,7:20:49 AM,EST,5C838F902A53,Low,1,1,1,0,1,22,,,,,2/17/2020,7:20:38 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/17/2020,7:28:06 AM,EST,*P7,Low,1,1,1,0,1,25,,,,,2/17/2020,7:28:10 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/17/2020,7:36:13 AM,EST,780CF0377AA3,Low,1,1,1,0,1,22,,,,,2/17/2020,7:36:03 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/17/2020,9:42:53 AM,EST,*P7,Low,1,1,1,0,1,16,,,,,2/17/2020,9:42:42 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/17/2020,9:49:27 AM,EST,*P7,Low,1,1,1,0,1,48,,,,,2/17/2020,9:49:16 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/17/2020,9:55:03 AM,EST,780CF0377AA3,Low,1,1,1,0,1,6,,,,,2/17/2020,9:55:08 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/18/2020,7:14:57 AM,EST,*P7 M20,Low,1,1,1,0,1,58,,,,,2/18/2020,7:14:45 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/18/2020,7:23:51 AM,EST,*P7 M20,Low,1,1,1,0,1,8,,,,,2/18/2020,7:24:01 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/18/2020,7:34:17 AM,EST,*P7,Low,1,1,1,0,1,32,,,,,2/18/2020,7:34:04 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/18/2020,9:48:26 AM,EST,5C838F902E9C,Low,1,1,1,0,1,38,,,,,2/18/2020,9:48:29 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/18/2020,9:52:47 AM,EST,*P7 m12,Low,1,1,1,0,1,68,,,,,2/18/2020,9:53:03 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/18/2020,9:56:24 AM,EST,780CF0377AA3,Low,1,2,1,0,1,38,,,,,2/18/2020,9:56:11 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/18/2020,10:45:26 AM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/18/2020,10:45:20 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/19/2020,7:27:28 AM,EST,780CF0377AA3,Low,1,1,1,0,1,4,,,,,2/19/2020,7:27:29 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/19/2020,7:44:43 AM,EST,780CF0377AA3,Low,1,1,1,0,1,3,,,,,2/19/2020,7:45:00 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/19/2020,7:52:47 AM,EST,*P7,Low,1,1,1,0,1,13,,,,,2/19/2020,7:52:47 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/19/2020,9:52:23 AM,EST,*P7,Low,1,1,1,0,1,24,,,,,2/19/2020,9:52:34 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/19/2020,9:54:44 AM,EST,*P7,Low,1,1,1,0,1,22,,,,,2/19/2020,9:54:43 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/19/2020,10:00:11 AM,EST,780CF0377AA3,Low,1,1,1,0,1,6,,,,,2/19/2020,10:00:13 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,7:24:23 AM,EST,*P7,Low,1,1,1,0,1,19,,,,,2/20/2020,7:24:18 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,7:57:45 AM,EST,*P7,Low,1,1,1,0,1,12,,,,,2/20/2020,7:57:55 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,8:32:34 AM,EST,*P7,Low,1,1,1,0,1,29,,,,,2/20/2020,8:32:29 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,8:40:35 AM,EST,*P7,Low,1,1,1,0,1,19,,,,,2/20/2020,8:40:30 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,9:41:34 AM,EST,*P7,Low,1,1,1,0,1,16,,,,,2/20/2020,9:41:28 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,9:43:36 AM,EST,*P7,Low,1,1,1,0,1,19,,,,,2/20/2020,9:43:36 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,9:47:21 AM,EST,*P7 K20,Low,1,1,1,0,1,3,,,,,2/20/2020,9:47:23 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,11:30:39 AM,EST,*P7,Low,1,1,1,0,1,10,,,,,2/20/2020,11:30:40 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,11:37:31 AM,EST,*P7 K20,Low,1,1,1,0,1,16,,,,,2/20/2020,11:37:32 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,11:47:27 AM,EST,*P7,Low,1,1,1,0,1,3,,,,,2/20/2020,11:47:21 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,1:22:52 PM,EST,*P7 K20,Low,1,1,1,0,1,0,,,,,2/20/2020,1:22:45 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,1:42:10 PM,EST,*P7,Low,1,1,1,0,1,42,,,,,2/20/2020,1:42:15 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/20/2020,2:15:55 PM,EST,780CF0377AA3,Low,1,1,1,1,1,6,,,,,2/20/2020,2:15:55 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/21/2020,7:27:45 AM,EST,*P7,Low,1,1,1,0,1,37,,,,,2/21/2020,7:27:55 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/21/2020,7:40:12 AM,EST,*P7,Low,1,1,1,0,1,19,,,,,2/21/2020,7:40:05 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/21/2020,7:46:02 AM,EST,*P7,Low,1,1,1,0,1,24,,,,,2/21/2020,7:46:13 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/21/2020,9:48:20 AM,EST,*P7,Low,1,1,1,0,1,48,,,,,2/21/2020,9:48:13 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/21/2020,9:54:37 AM,EST,5C838F902A53,Low,1,1,1,0,1,3,,,,,2/21/2020,9:55:02 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/21/2020,10:03:37 AM,EST,*P7,Low,1,1,1,0,1,19,,,,,2/21/2020,10:03:44 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,50563,2/21/2020,10:52:59 AM,EST,*P7,Low,1,1,1,0,1,44,,,,,2/21/2020,10:52:52 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/10/2020,7:41:43 AM,EST,*P7 m12,Low,1,1,1,0,1,36,,,,,2/10/2020,7:41:44 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/10/2020,7:47:29 AM,EST,*P7 m12,Low,1,1,1,0,1,51,,,,,2/10/2020,7:47:37 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/10/2020,10:06:55 AM,EST,*P7,Low,1,1,1,0,1,61,,,,,2/10/2020,10:06:55 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/10/2020,10:24:03 AM,EST,*P7,Low,1,1,1,0,1,13,,,,,2/10/2020,10:24:10 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/11/2020,7:25:04 AM,EST,*P7 m12,Low,1,1,1,0,1,13,,,,,2/11/2020,7:25:04 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/11/2020,7:41:21 AM,EST,*P7 m12,Low,1,1,1,0,1,29,,,,,2/11/2020,7:41:20 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/11/2020,7:54:58 AM,EST,*P7 m12,Low,1,1,1,0,1,24,,,,,2/11/2020,7:54:57 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/11/2020,10:01:41 AM,EST,780CF0377AA3,Low,1,1,1,0,1,27,,,,,2/11/2020,10:01:39 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/11/2020,10:08:44 AM,EST,*P7,Low,1,1,1,0,1,73,,,,,2/11/2020,10:08:43 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/11/2020,10:16:31 AM,EST,*P7,Low,1,1,1,0,1,45,,,,,2/11/2020,10:16:38 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/12/2020,7:29:40 AM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/12/2020,7:30:52 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/12/2020,7:57:59 AM,EST,*P7,Low,1,1,1,0,1,13,,,,,2/12/2020,7:57:56 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/12/2020,8:19:26 AM,EST,*P7,Low,1,1,1,0,1,58,,,,,2/12/2020,8:19:30 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/12/2020,9:52:28 AM,EST,*P7,Low,1,1,1,0,1,22,,,,,2/12/2020,9:52:26 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/12/2020,10:00:43 AM,EST,*P7,Low,1,1,1,0,1,51,,,,,2/12/2020,10:00:40 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/13/2020,7:15:29 AM,EST,*P7 M20,Low,1,1,1,0,1,21,,,,,2/13/2020,7:15:26 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/13/2020,7:45:15 AM,EST,*P7,Low,1,1,1,0,1,51,,,,,2/13/2020,7:45:12 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/13/2020,10:04:06 AM,EST,780CF0377AA3,Low,1,1,1,0,1,12,,,,,2/13/2020,10:04:12 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/13/2020,10:08:56 AM,EST,*P7,Low,1,1,1,0,1,43,,,,,2/13/2020,10:08:56 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/14/2020,7:34:58 AM,EST,5C838F902A53,Low,1,1,1,0,1,25,,,,,2/14/2020,7:35:15 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/14/2020,9:58:23 AM,EST,*P7,Low,1,1,1,0,1,41,,,,,2/14/2020,9:58:17 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/14/2020,10:06:32 AM,EST,*P7,Low,1,1,1,0,1,29,,,,,2/14/2020,10:06:26 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/14/2020,10:17:01 AM,EST,*P7 M20,Low,1,1,1,0,1,25,,,,,2/14/2020,10:16:55 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/24/2020,12:44:28 PM,EST,*P7,Low,1,1,1,0,1,44,,,,,2/24/2020,12:44:23 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/24/2020,2:39:37 PM,EST,*P7,Low,1,1,1,0,1,24,,,,,2/24/2020,2:39:37 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/25/2020,11:29:40 AM,EST,*P7,Low,1,1,1,0,1,32,,,,,2/25/2020,11:29:39 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/25/2020,2:36:45 PM,EST,*P7,Low,1,1,1,0,1,37,,,,,2/26/2020,7:15:24 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/25/2020,2:43:14 PM,EST,*P7,Low,1,1,1,0,1,16,,,,,2/26/2020,7:15:25 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/26/2020,12:07:25 PM,EST,780CF0377AA3,Low,1,1,1,0,1,34,,,,,2/26/2020,12:07:21 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/26/2020,12:17:34 PM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/26/2020,12:17:44 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/26/2020,12:52:19 PM,EST,*P7,Low,1,1,1,0,1,32,,,,,2/26/2020,12:52:22 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/26/2020,12:54:31 PM,EST,*P7,Low,1,1,1,0,1,55,,,,,2/26/2020,12:54:33 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/27/2020,12:18:15 PM,EST,*P7 m12,Low,1,1,1,0,1,35,,,,,2/27/2020,12:18:10 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/27/2020,12:39:09 PM,EST,*P7,Low,1,1,1,0,1,3,,,,,2/27/2020,12:39:04 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/27/2020,1:00:29 PM,EST,780CF0377AA3,Low,1,1,1,0,1,48,,,,,2/27/2020,1:00:24 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/27/2020,2:42:42 PM,EST,*P7,Low,1,1,1,0,1,3,,,,,2/27/2020,2:42:56 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/27/2020,2:44:49 PM,EST,780CF0377AA3,Low,1,1,1,0,1,6,,,,,2/27/2020,2:44:52 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/27/2020,2:48:14 PM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/27/2020,2:48:09 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/28/2020,12:29:13 PM,EST,*P7,Low,1,2,1,1,1,32,,,,,2/28/2020,12:29:14 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/28/2020,1:12:25 PM,EST,5C838F902A53,Low,1,1,1,0,1,41,,,,,2/28/2020,1:12:26 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/28/2020,2:37:59 PM,EST,*P7 m12,Low,1,1,1,0,1,34,,,,,2/28/2020,2:38:06 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,52127,2/28/2020,2:51:39 PM,EST,*P7 M20,Low,1,1,1,0,1,72,,,,,2/28/2020,2:51:46 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/3/2020,7:37:13 AM,EST,*P7,Low,1,1,1,0,1,65,,,,,2/3/2020,7:37:13 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/3/2020,8:10:32 AM,EST,*P7,Low,1,1,1,0,1,30,,,,,2/3/2020,8:10:44 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/3/2020,8:19:47 AM,EST,*P7,Low,1,1,1,0,1,20,,,,,2/3/2020,8:19:47 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/3/2020,9:06:54 AM,EST,*P7,Low,1,4,1,1,1,45,,,,,2/3/2020,9:07:19 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/3/2020,9:51:58 AM,EST,*P7,Low,1,1,1,0,1,11,,,,,2/3/2020,9:52:13 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/3/2020,10:02:59 AM,EST,*P7,Low,1,1,1,0,1,51,,,,,2/3/2020,10:02:59 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/3/2020,10:46:48 AM,EST,*P7,Low,1,1,1,0,1,48,,,,,2/3/2020,10:46:53 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/5/2020,7:32:06 AM,EST,*P7 M20,Low,1,1,1,0,1,22,,,,,2/5/2020,7:32:03 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/5/2020,7:48:00 AM,EST,780CF0377AA3,Low,1,1,1,0,1,55,,,,,2/5/2020,7:48:04 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/5/2020,8:12:44 AM,EST,*P7 K20,Low,1,1,1,0,1,32,,,,,2/5/2020,8:12:41 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/5/2020,9:54:40 AM,EST,*P7,Low,1,1,1,0,1,22,,,,,2/5/2020,9:54:45 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/5/2020,10:03:52 AM,EST,*P7 M20,Low,1,1,1,0,1,24,,,,,2/5/2020,10:03:48 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/5/2020,10:07:34 AM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/5/2020,10:07:30 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/6/2020,7:29:10 AM,EST,780CF0377AA3,Low,1,1,1,0,1,12,,,,,2/6/2020,7:29:06 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/6/2020,7:51:25 AM,EST,780CF0377AA3,Low,1,1,1,0,1,6,,,,,2/6/2020,7:51:38 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/6/2020,7:57:03 AM,EST,*P7,Low,1,1,1,0,1,4,,,,,2/6/2020,7:57:00 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/6/2020,9:53:12 AM,EST,*P7 m12,Low,1,1,1,0,1,11,,,,,2/6/2020,9:53:07 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/6/2020,9:55:24 AM,EST,*P7 m12,Low,1,1,1,0,1,6,,,,,2/6/2020,9:55:20 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/6/2020,10:00:17 AM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/6/2020,10:00:13 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/7/2020,7:31:43 AM,EST,*P7 m12,Low,1,1,1,0,1,41,,,,,2/7/2020,7:31:56 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/7/2020,7:37:29 AM,EST,*P7,Low,1,1,1,0,1,34,,,,,2/7/2020,7:37:45 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/7/2020,7:39:16 AM,EST,*P7 m12,Low,1,1,1,0,1,32,,,,,2/7/2020,7:39:23 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/7/2020,9:50:11 AM,EST,*P7 m12,Low,1,1,1,0,1,27,,,,,2/7/2020,9:50:17 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/7/2020,10:00:57 AM,EST,*P7 m12,Low,1,1,1,0,1,29,,,,,2/7/2020,10:01:11 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/7/2020,10:09:07 AM,EST,780CF0377AA3,Low,1,1,1,0,1,37,,,,,2/7/2020,10:09:06 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/17/2020,12:16:32 PM,EST,*P7,Low,1,1,1,0,1,37,,,,,2/17/2020,12:16:20 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/17/2020,12:25:32 PM,EST,*P7,Low,1,1,1,0,1,9,,,,,2/17/2020,12:25:42 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/17/2020,12:35:36 PM,EST,*P7 K20,Low,1,1,1,0,1,22,,,,,2/17/2020,12:35:24 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/17/2020,2:05:45 PM,EST,*P7 m12,Low,1,1,1,0,1,9,,,,,2/17/2020,2:05:56 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/17/2020,2:34:56 PM,EST,780CF0377AA3,Low,1,1,1,0,1,16,,,,,2/17/2020,2:34:43 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/17/2020,2:36:06 PM,EST,780CF0377AA3,Low,1,1,1,0,1,3,,,,,2/17/2020,2:35:53 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/17/2020,2:43:19 PM,EST,*P7,Low,1,1,1,0,1,16,,,,,2/17/2020,2:43:17 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/18/2020,11:39:45 AM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/18/2020,11:39:31 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/18/2020,11:47:02 AM,EST,*P7,Low,1,1,1,0,1,3,,,,,2/18/2020,11:46:54 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/18/2020,12:15:56 PM,EST,*P7,Low,1,1,1,0,1,38,,,,,2/18/2020,12:15:42 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/18/2020,2:08:45 PM,EST,5C838F902E9C,Low,1,1,1,0,1,42,,,,,2/18/2020,2:08:30 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/18/2020,2:10:19 PM,EST,5C838F902E9C,Low,1,1,1,0,1,29,,,,,2/18/2020,2:10:17 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/18/2020,2:27:58 PM,EST,*P7,Low,1,1,1,0,1,19,,,,,2/18/2020,2:28:01 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/19/2020,11:51:30 AM,EST,*P7,Low,1,1,1,0,1,38,,,,,2/19/2020,11:51:29 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/19/2020,12:31:03 PM,EST,*P7,Low,1,1,1,0,1,10,,,,,2/19/2020,12:31:15 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/19/2020,1:23:06 PM,EST,5C838F902A53,Low,1,1,1,0,1,42,,,,,2/19/2020,1:23:18 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/19/2020,2:30:16 PM,EST,*P7 m12,Low,1,1,1,0,1,24,,,,,2/19/2020,2:30:14 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/19/2020,2:41:57 PM,EST,*P7 K20,Low,1,1,1,0,1,9,,,,,2/19/2020,2:42:08 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/19/2020,2:45:29 PM,EST,*P7,Low,1,1,1,0,1,38,,,,,2/19/2020,2:45:27 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/21/2020,11:59:51 AM,EST,*P7,Low,1,1,1,0,1,30,,,,,2/21/2020,11:59:49 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/21/2020,12:18:42 PM,EST,*P7,Low,1,1,1,0,1,25,,,,,2/21/2020,12:18:34 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/21/2020,12:33:05 PM,EST,780CF0377AA3,Low,1,1,1,0,1,3,,,,,2/21/2020,12:32:57 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/21/2020,2:20:34 PM,EST,*P7,Low,1,1,1,0,1,3,,,,,2/21/2020,2:20:25 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/21/2020,2:43:57 PM,EST,*P7,Low,1,1,1,0,1,55,,,,,2/21/2020,2:44:04 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/21/2020,2:51:52 PM,EST,*P7,Low,1,1,1,0,1,41,,,,,2/21/2020,2:51:43 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,887,2/21/2020,2:59:02 PM,EST,*P7,Low,1,1,1,0,1,12,,,,,2/21/2020,2:58:53 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/10/2020,12:04:39 PM,EST,*P7,Low,1,1,1,0,1,43,,,,,2/10/2020,12:04:39 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/10/2020,1:20:44 PM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/10/2020,1:20:56 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/10/2020,1:26:46 PM,EST,780CF0377AA3,Low,1,1,1,0,1,51,,,,,2/10/2020,1:27:53 PM,EST,Auto Acknowledged by System
